0x803d64,Name,Description,ID,Support Class,Portrait,Map Portrait,Affinity,Unit Sort Order,Lv,HP,Atk,Skl,Spd,Def,Res,Luck,Con,Sword,Lance,Axe,Bow,Staff,Anima,Light,Dark,HP Growth,Atk Growth,Skl Growth,Spd Growth,Def Growth,Res Growth,Luck Growth,N/A,N/A,N/A,N/A,N/A,CharClassAbility,Support Data Ptr,N/A (Conversation Group),Thunder,Wind,N/A,
0xEA Henson,Name_Henson,Desc_Henson,0xea,0x1b,0x4D,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xEB Byron,Name_Byron,Desc_Byron,0xeb,0x6,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xEC Aida,Name_Aida,Desc_Aida,0xec,0x58,0x15,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0xED Palmarch,Name_Palmarch,Desc_Palmarch,0xed,0x78,0xF4,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xEE Augury,Name_Augury,Desc_Augury,0xee,0x6f,0xDE,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xEF ArenaGuy,Name_Arena,Desc_Arena,0xef,0x17,0xDD,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF0 BlacksmithGuy,Name_Blacksmith,Desc_Blacksmith,0xf0,0x6f,0xDF,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF1 VendorDude,Name_Vendor,Desc_Vendor,0xf1,0x6f,0xE2,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF2 PawnshopGuy,Name_Pawnshop,Desc_Pawnshop,0xf2,0x6f,0xE1,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF3 Anna,Name_Anna,Desc_Anna,0xf3,0x70,0xE3,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0xF4 Jake,Name_Jake,Desc_Jake,0xf4,0x6f,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF5 Arena (1),Name_Enemy,Desc_Arena1,0xf5,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0xF6 Arena (2),Name_Enemy,Desc_Arena2,0xf6,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF7 Arena (3),Name_Enemy,Desc_Arena3,0xf7,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0xF8 Arena (4),Name_Enemy,Desc_Arena4,0xf8,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xF9 Arena (5),Name_Enemy,Desc_Arena5,0xf9,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0xFA Arena (6),Name_Enemy,Desc_Arena6,0xfa,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xFB Arena (7),Name_Enemy,Desc_Arena7,0xfb,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,IsFemale,0x0,0x0,NoRank,NoRank,0x0,
0xFC -,0x264,0x0,0xfc,0x0,0x0,0x5,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x3,NoRank,NoRank,0x0,
0xFD Enemy (Arena),0x267,0x0,0xfd,0x0,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xFE Wall,0x268,0x0,0xfe,0x0,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
0xFF Snag,0x269,0x0,0xff,0x0,0x0,0x0,NoAffinity,0x0,0,0,0,0,0,0,0,0,0,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,NoRank,0,0,0,0,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,NoRank,NoRank,0x0,
